,Gene_Name,Product,Lineage,Tax ID,GO_Terms
123,ispD_1,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,f__Methanobacteriaceae,2159,GO:0050518 (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity) [Confidence: IEA:TreeGrafter]; GO:0047349 (D-ribitol-5-phosphate cytidylyltransferase activity) [Confidence: IEA:InterPro]
124,upp,Uracil phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
125,arnC_2,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,f__Methanobacteriaceae,2159,GO:0016757 (glycosyltransferase activity) [Confidence: IEA:UniProtKB-KW]
126,arnB_2,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,f__Methanobacteriaceae,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
127,mthTIM,Modification methylase MthTI,f__Methanobacteriaceae,2159,"GO:0051719 (DNA (cytosine-5-)-methyltransferase activity, acting on CpN substrates) [Confidence: IEA:UniProtKB-EC]; GO:0051720 (DNA (cytosine-5-)-methyltransferase activity, acting on CpNpG substrates) [Confidence: IEA:UniProtKB-EC]; GO:0003677 (DNA binding) [Confidence: IEA:UniProtKB-KW]"
128,msrB,Peptide methionine sulfoxide reductase MsrB,f__Methanobacteriaceae,2159,GO:0033743 (peptide-methionine (R)-S-oxide reductase activity) [Confidence: IEA:InterPro]
129,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,f__Methanobacteriaceae,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
130,pnp,Polyribonucleotide nucleotidyltransferase,f__Methanobacteriaceae,2159,GO:0047847 (deoxyuridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]; GO:0004850 (uridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]
131,malK_1,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
132,msrB,Peptide methionine sulfoxide reductase MsrB,f__Methanobacteriaceae,2159,GO:0033743 (peptide-methionine (R)-S-oxide reductase activity) [Confidence: IEA:InterPro]
133,cobB,NAD-dependent protein deacetylase,f__Methanobacteriaceae,2159,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0042242 (cobyrinic acid a,c-diamide synthase activity) [Confidence: IEA:UniProtKB-UniRule]"
134,malK_2,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
135,fadB,Fatty acid oxidation complex subunit alpha,f__Methanobacteriaceae,2159,GO:0003857 (3-hydroxyacyl-CoA dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0070403 (NAD+ binding) [Confidence: IEA:InterPro]
136,thiE,Thiamine-phosphate synthase,f__Methanobacteriaceae,2159,GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004789 (thiamine-phosphate diphosphorylase activity) [Confidence: IEA:UniProtKB-UniRule]
137,trpA,Tryptophan synthase alpha chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
138,trpB,Tryptophan synthase beta chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
139,trpD_1,Anthranilate phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
140,trpD_2,Anthranilate phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
141,trpG,Anthranilate synthase component 2,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
142,trpE,Anthranilate synthase component 1,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
143,ogt,Methylated-DNA--protein-cysteine methyltransferase,f__Methanobacteriaceae,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
144,arnB_2,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,f__Methanobacteriaceae,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
145,msrB,Peptide methionine sulfoxide reductase MsrB,f__Methanobacteriaceae,2159,GO:0033743 (peptide-methionine (R)-S-oxide reductase activity) [Confidence: IEA:InterPro]
146,hcaB,3-phenylpropionate-dihydrodiol,f__Methanobacteriaceae,2159,No GO terms found
147,arnC_3,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,f__Methanobacteriaceae,2159,GO:0016757 (glycosyltransferase activity) [Confidence: IEA:UniProtKB-KW]
148,btuD_8,Vitamin B12 import ATP-binding protein BtuD,f__Methanobacteriaceae,2159,No GO terms found
149,tatD_2,Tat-linked quality control protein TatD,f__Methanobacteriaceae,2159,GO:0004536 (DNA nuclease activity) [Confidence: IEA:InterPro]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
150,upp,Uracil phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
151,ispD_1,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,f__Methanobacteriaceae,2159,GO:0050518 (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity) [Confidence: IEA:TreeGrafter]; GO:0047349 (D-ribitol-5-phosphate cytidylyltransferase activity) [Confidence: IEA:InterPro]
152,tdh_2,L-threonine 3-dehydrogenase,f__Methanobacteriaceae,2159,GO:0008743 (L-threonine 3-dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0050256 (ribitol-5-phosphate 2-dehydrogenase [(NAD(P)+] activity) [Confidence: IEA:InterPro]
153,thiE,Thiamine-phosphate synthase,f__Methanobacteriaceae,2159,GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004789 (thiamine-phosphate diphosphorylase activity) [Confidence: IEA:UniProtKB-UniRule]
154,fadB,Fatty acid oxidation complex subunit alpha,f__Methanobacteriaceae,2159,GO:0003857 (3-hydroxyacyl-CoA dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0070403 (NAD+ binding) [Confidence: IEA:InterPro]
155,malK_3,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]; GO:0042626 (ATPase-coupled transmembrane transporter activity) [Confidence: IEA:TreeGrafter]
156,cobB,NAD-dependent protein deacetylase,f__Methanobacteriaceae,2159,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0042242 (cobyrinic acid a,c-diamide synthase activity) [Confidence: IEA:UniProtKB-UniRule]"
157,trpA,Tryptophan synthase alpha chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
158,trpB,Tryptophan synthase beta chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
159,trpD,Anthranilate phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
160,trpG,Anthranilate synthase component 2,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
161,trpE,Anthranilate synthase component 1,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
162,ogt,Methylated-DNA--protein-cysteine methyltransferase,f__Methanobacteriaceae,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
163,mltF,Membrane-bound lytic murein transglycosylase F,f__Methanobacteriaceae,2159,No GO terms found
164,malK_4,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
165,pnp,Polyribonucleotide nucleotidyltransferase,f__Methanobacteriaceae,2159,GO:0047847 (deoxyuridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]; GO:0004850 (uridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]
166,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,f__Methanobacteriaceae,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
167,arnB_2,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,f__Methanobacteriaceae,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
168,rhaD,L-rhamnose 1-dehydrogenase,f__Methanobacteriaceae,2159,GO:0016491 (oxidoreductase activity) [Confidence: IEA:UniProtKB-KW]
169,rapA,RNA polymerase-associated protein RapA,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0015616 (DNA translocase activity) [Confidence: IEA:TreeGrafter]; GO:0004386 (helicase activity) [Confidence: IEA:UniProtKB-KW]; GO:0016787 (hydrolase activity) [Confidence: IEA:UniProtKB-KW]
170,hldE,Bifunctional protein HldE,f__Methanobacteriaceae,2159,GO:0033785 (heptose 7-phosphate kinase activity) [Confidence: IEA:TreeGrafter]; GO:0033786 (heptose-1-phosphate adenylyltransferase activity) [Confidence: IEA:TreeGrafter]
171,arnB_2,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,f__Methanobacteriaceae,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
172,fusA,Elongation factor 2,f__Methanobacteriaceae,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0003924 (GTPase activity) [Confidence: IEA:InterPro]; GO:0003746 (translation elongation factor activity) [Confidence: IEA:UniProtKB-UniRule]
173,trpA,Tryptophan synthase alpha chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
174,trpB,Tryptophan synthase beta chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
175,trpD,Anthranilate phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
176,trpG,Anthranilate synthase component 2,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
177,trpE,Anthranilate synthase component 1,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
178,arnB_1,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,f__Methanobacteriaceae,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
179,ogt,Methylated-DNA--protein-cysteine methyltransferase,f__Methanobacteriaceae,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
180,fcl_3,GDP-L-fucose synthase,f__Methanobacteriaceae,2159,GO:0050577 (GDP-L-fucose synthase activity) [Confidence: IEA:UniProtKB-EC]
181,btuD_6,Vitamin B12 import ATP-binding protein BtuD,f__Methanobacteriaceae,2159,No GO terms found
182,tatD_1,Tat-linked quality control protein TatD,f__Methanobacteriaceae,2159,GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0004518 (nuclease activity) [Confidence: IEA:UniProtKB-KW]
183,cobB,NAD-dependent protein deacetylase,f__Methanobacteriaceae,2159,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0042242 (cobyrinic acid a,c-diamide synthase activity) [Confidence: IEA:UniProtKB-UniRule]"
184,upp,Uracil phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
185,thiE,Thiamine-phosphate synthase,f__Methanobacteriaceae,2159,GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004789 (thiamine-phosphate diphosphorylase activity) [Confidence: IEA:UniProtKB-UniRule]
186,malK_1,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
187,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,f__Methanobacteriaceae,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
188,arnC_2,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,f__Methanobacteriaceae,2159,GO:0016757 (glycosyltransferase activity) [Confidence: IEA:UniProtKB-KW]
189,pnp,Polyribonucleotide nucleotidyltransferase,f__Methanobacteriaceae,2159,GO:0047847 (deoxyuridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]; GO:0004850 (uridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]
190,ispD_2,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,f__Methanobacteriaceae,2159,GO:0050518 (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity) [Confidence: IEA:TreeGrafter]; GO:0047349 (D-ribitol-5-phosphate cytidylyltransferase activity) [Confidence: IEA:InterPro]
191,tdh_1,L-threonine 3-dehydrogenase,f__Methanobacteriaceae,2159,GO:0008743 (L-threonine 3-dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]
192,malK_3,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]; GO:0042626 (ATPase-coupled transmembrane transporter activity) [Confidence: IEA:TreeGrafter]
193,mltF,Membrane-bound lytic murein transglycosylase F,f__Methanobacteriaceae,2159,No GO terms found
194,noc,Nucleoid occlusion protein,f__Methanobacteriaceae,2159,No GO terms found
195,nifH_1,Nitrogenase iron protein,f__Methanobacteriaceae,2159,"GO:0051539 (4 iron, 4 sulfur cluster binding) [Confidence: IEA:UniProtKB-KW]; GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0016163 (nitrogenase activity) [Confidence: IEA:UniProtKB-UniRule]"
196,hcaB,3-phenylpropionate-dihydrodiol,f__Methanobacteriaceae,2159,No GO terms found
197,cheB,Chemotaxis response regulator protein-glutamate methylesterase,f__Methanobacteriaceae,2159,GO:0000156 (phosphorelay response regulator activity) [Confidence: IEA:InterPro]; GO:0008984 (protein-glutamate methylesterase activity) [Confidence: IEA:InterPro]; GO:0008757 (S-adenosylmethionine-dependent methyltransferase activity) [Confidence: IEA:InterPro]
198,malK_1,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
199,malK_2,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
200,malK_3,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]; GO:0042626 (ATPase-coupled transmembrane transporter activity) [Confidence: IEA:TreeGrafter]
201,cobB,NAD-dependent protein deacetylase,f__Methanobacteriaceae,2159,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0042242 (cobyrinic acid a,c-diamide synthase activity) [Confidence: IEA:UniProtKB-UniRule]"
202,comDE,Sulfopyruvate decarboxylase,f__Methanobacteriaceae,2159,GO:0050545 (sulfopyruvate decarboxylase activity) [Confidence: IEA:UniProtKB-EC]; GO:0030976 (thiamine pyrophosphate binding) [Confidence: IEA:InterPro]
203,upp,Uracil phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
204,mltF,Membrane-bound lytic murein transglycosylase F,f__Methanobacteriaceae,2159,No GO terms found
205,xerA,Tyrosine recombinase XerA,f__Methanobacteriaceae,2159,GO:0003677 (DNA binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0009037 (tyrosine-based site-specific recombinase activity) [Confidence: IEA:UniProtKB-UniRule]
206,trpA,Tryptophan synthase alpha chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
207,trpB,Tryptophan synthase beta chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
208,trpD,Anthranilate phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
209,trpG,Anthranilate synthase component 2,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
210,trpE,Anthranilate synthase component 1,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
211,ogt,Methylated-DNA--protein-cysteine methyltransferase,f__Methanobacteriaceae,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
212,thiE,Thiamine-phosphate synthase,f__Methanobacteriaceae,2159,GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004789 (thiamine-phosphate diphosphorylase activity) [Confidence: IEA:UniProtKB-UniRule]
213,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,f__Methanobacteriaceae,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
214,tdh_2,L-threonine 3-dehydrogenase,f__Methanobacteriaceae,2159,GO:0008743 (L-threonine 3-dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0050256 (ribitol-5-phosphate 2-dehydrogenase [(NAD(P)+] activity) [Confidence: IEA:InterPro]
215,ogt,Methylated-DNA--protein-cysteine methyltransferase,f__Methanobacteriaceae,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
