Gene_Name,Product,Lineage,Tax ID,GO_Terms
trpA,Tryptophan synthase alpha chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
trpB,Tryptophan synthase beta chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
trpD_1,Anthranilate phosphoribosyltransferase,,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
trpD_2,Anthranilate phosphoribosyltransferase,,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
trpG,Anthranilate synthase component 2,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
trpE,Anthranilate synthase component 1,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
ogt,Methylated-DNA--protein-cysteine methyltransferase,,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
arnB_2,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
msrB,Peptide methionine sulfoxide reductase MsrB,,2159,GO:0033743 (peptide-methionine (R)-S-oxide reductase activity) [Confidence: IEA:InterPro]
hcaB,3-phenylpropionate-dihydrodiol,,2159,No GO terms found
arnC_3,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,,2159,GO:0016757 (glycosyltransferase activity) [Confidence: IEA:UniProtKB-KW]
btuD_8,Vitamin B12 import ATP-binding protein BtuD,,2159,No GO terms found
tatD_2,Tat-linked quality control protein TatD,,2159,GO:0004536 (DNA nuclease activity) [Confidence: IEA:InterPro]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
upp,Uracil phosphoribosyltransferase,,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
ispD_1,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,2159,GO:0050518 (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity) [Confidence: IEA:TreeGrafter]; GO:0047349 (D-ribitol-5-phosphate cytidylyltransferase activity) [Confidence: IEA:InterPro]
tdh_2,L-threonine 3-dehydrogenase,,2159,GO:0008743 (L-threonine 3-dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0050256 (ribitol-5-phosphate 2-dehydrogenase [(NAD(P)+] activity) [Confidence: IEA:InterPro]
thiE,Thiamine-phosphate synthase,,2159,GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004789 (thiamine-phosphate diphosphorylase activity) [Confidence: IEA:UniProtKB-UniRule]
fadB,Fatty acid oxidation complex subunit alpha,,2159,GO:0003857 (3-hydroxyacyl-CoA dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0070403 (NAD+ binding) [Confidence: IEA:InterPro]
malK_3,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]; GO:0042626 (ATPase-coupled transmembrane transporter activity) [Confidence: IEA:TreeGrafter]
cobB,NAD-dependent protein deacetylase,,2159,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0042242 (cobyrinic acid a,c-diamide synthase activity) [Confidence: IEA:UniProtKB-UniRule]"
trpA,Tryptophan synthase alpha chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
trpB,Tryptophan synthase beta chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
trpD,Anthranilate phosphoribosyltransferase,,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
trpG,Anthranilate synthase component 2,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
trpE,Anthranilate synthase component 1,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
ogt,Methylated-DNA--protein-cysteine methyltransferase,,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
mltF,Membrane-bound lytic murein transglycosylase F,,2159,No GO terms found
malK_4,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
pnp,Polyribonucleotide nucleotidyltransferase,,2159,GO:0047847 (deoxyuridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]; GO:0004850 (uridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]
wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
arnB_2,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
rhaD,L-rhamnose 1-dehydrogenase,,2159,GO:0016491 (oxidoreductase activity) [Confidence: IEA:UniProtKB-KW]
rapA,RNA polymerase-associated protein RapA,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0015616 (DNA translocase activity) [Confidence: IEA:TreeGrafter]; GO:0004386 (helicase activity) [Confidence: IEA:UniProtKB-KW]; GO:0016787 (hydrolase activity) [Confidence: IEA:UniProtKB-KW]
hldE,Bifunctional protein HldE,,2159,GO:0033785 (heptose 7-phosphate kinase activity) [Confidence: IEA:TreeGrafter]; GO:0033786 (heptose-1-phosphate adenylyltransferase activity) [Confidence: IEA:TreeGrafter]
arnB_2,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
fusA,Elongation factor 2,,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0003924 (GTPase activity) [Confidence: IEA:InterPro]; GO:0003746 (translation elongation factor activity) [Confidence: IEA:UniProtKB-UniRule]
trpA,Tryptophan synthase alpha chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
trpB,Tryptophan synthase beta chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
trpD,Anthranilate phosphoribosyltransferase,,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
trpG,Anthranilate synthase component 2,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
trpE,Anthranilate synthase component 1,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
arnB_1,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
ogt,Methylated-DNA--protein-cysteine methyltransferase,,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
fcl_3,GDP-L-fucose synthase,,2159,GO:0050577 (GDP-L-fucose synthase activity) [Confidence: IEA:UniProtKB-EC]
btuD_6,Vitamin B12 import ATP-binding protein BtuD,,2159,No GO terms found
tatD_1,Tat-linked quality control protein TatD,,2159,GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0004518 (nuclease activity) [Confidence: IEA:UniProtKB-KW]
cobB,NAD-dependent protein deacetylase,,2159,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0042242 (cobyrinic acid a,c-diamide synthase activity) [Confidence: IEA:UniProtKB-UniRule]"
upp,Uracil phosphoribosyltransferase,,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
thiE,Thiamine-phosphate synthase,,2159,GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004789 (thiamine-phosphate diphosphorylase activity) [Confidence: IEA:UniProtKB-UniRule]
malK_1,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
arnC_2,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,,2159,GO:0016757 (glycosyltransferase activity) [Confidence: IEA:UniProtKB-KW]
pnp,Polyribonucleotide nucleotidyltransferase,,2159,GO:0047847 (deoxyuridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]; GO:0004850 (uridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]
ispD_2,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,2159,GO:0050518 (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity) [Confidence: IEA:TreeGrafter]; GO:0047349 (D-ribitol-5-phosphate cytidylyltransferase activity) [Confidence: IEA:InterPro]
tdh_1,L-threonine 3-dehydrogenase,,2159,GO:0008743 (L-threonine 3-dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]
malK_3,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]; GO:0042626 (ATPase-coupled transmembrane transporter activity) [Confidence: IEA:TreeGrafter]
mltF,Membrane-bound lytic murein transglycosylase F,,2159,No GO terms found
noc,Nucleoid occlusion protein,,2159,No GO terms found
nifH_1,Nitrogenase iron protein,,2159,"GO:0051539 (4 iron, 4 sulfur cluster binding) [Confidence: IEA:UniProtKB-KW]; GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0016163 (nitrogenase activity) [Confidence: IEA:UniProtKB-UniRule]"
hcaB,3-phenylpropionate-dihydrodiol,,2159,No GO terms found
cheB,Chemotaxis response regulator protein-glutamate methylesterase,,2159,GO:0000156 (phosphorelay response regulator activity) [Confidence: IEA:InterPro]; GO:0008984 (protein-glutamate methylesterase activity) [Confidence: IEA:InterPro]; GO:0008757 (S-adenosylmethionine-dependent methyltransferase activity) [Confidence: IEA:InterPro]
malK_1,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
malK_2,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
malK_3,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]; GO:0042626 (ATPase-coupled transmembrane transporter activity) [Confidence: IEA:TreeGrafter]
cobB,NAD-dependent protein deacetylase,,2159,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0042242 (cobyrinic acid a,c-diamide synthase activity) [Confidence: IEA:UniProtKB-UniRule]"
comDE,Sulfopyruvate decarboxylase,,2159,GO:0050545 (sulfopyruvate decarboxylase activity) [Confidence: IEA:UniProtKB-EC]; GO:0030976 (thiamine pyrophosphate binding) [Confidence: IEA:InterPro]
upp,Uracil phosphoribosyltransferase,,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
mltF,Membrane-bound lytic murein transglycosylase F,,2159,No GO terms found
xerA,Tyrosine recombinase XerA,,2159,GO:0003677 (DNA binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0009037 (tyrosine-based site-specific recombinase activity) [Confidence: IEA:UniProtKB-UniRule]
trpA,Tryptophan synthase alpha chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
trpB,Tryptophan synthase beta chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
trpD,Anthranilate phosphoribosyltransferase,,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
trpG,Anthranilate synthase component 2,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
trpE,Anthranilate synthase component 1,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
ogt,Methylated-DNA--protein-cysteine methyltransferase,,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
thiE,Thiamine-phosphate synthase,,2159,GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004789 (thiamine-phosphate diphosphorylase activity) [Confidence: IEA:UniProtKB-UniRule]
wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
tdh_2,L-threonine 3-dehydrogenase,,2159,GO:0008743 (L-threonine 3-dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0050256 (ribitol-5-phosphate 2-dehydrogenase [(NAD(P)+] activity) [Confidence: IEA:InterPro]
ogt,Methylated-DNA--protein-cysteine methyltransferase,,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
trpA,Tryptophan synthase alpha chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
trpB,Tryptophan synthase beta chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
trpD,Anthranilate phosphoribosyltransferase,,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
trpG,Anthranilate synthase component 2,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
trpE,Anthranilate synthase component 1,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
arnB_1,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
cobB,NAD-dependent protein deacetylase,,2159,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0042242 (cobyrinic acid a,c-diamide synthase activity) [Confidence: IEA:UniProtKB-UniRule]"
malK_2,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
mltF,Membrane-bound lytic murein transglycosylase F,,2159,No GO terms found
ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,2159,GO:0050518 (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity) [Confidence: IEA:TreeGrafter]
thiE,Thiamine-phosphate synthase,,2159,GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004789 (thiamine-phosphate diphosphorylase activity) [Confidence: IEA:UniProtKB-UniRule]
pnp,Polyribonucleotide nucleotidyltransferase,,2159,GO:0047847 (deoxyuridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]; GO:0004850 (uridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]
arnC_2,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,,2159,GO:0016757 (glycosyltransferase activity) [Confidence: IEA:UniProtKB-KW]
malK_4,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
upp,Uracil phosphoribosyltransferase,,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
nifH_2,Nitrogenase iron protein,,2159,"GO:0051539 (4 iron, 4 sulfur cluster binding) [Confidence: IEA:UniProtKB-KW]; GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0016163 (nitrogenase activity) [Confidence: IEA:UniProtKB-UniRule]"
ogt,Methylated-DNA--protein-cysteine methyltransferase,,2159,GO:0003908 (methylated-DNA-[protein]-cysteine S-methyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
trpA,Tryptophan synthase alpha chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
trpB,Tryptophan synthase beta chain,,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
trpD,Anthranilate phosphoribosyltransferase,,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
trpG,Anthranilate synthase component 2,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
trpE,Anthranilate synthase component 1,,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
tatD_1,Tat-linked quality control protein TatD,,2159,GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0004518 (nuclease activity) [Confidence: IEA:UniProtKB-KW]
ispD_1,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,2159,GO:0050518 (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity) [Confidence: IEA:TreeGrafter]; GO:0047349 (D-ribitol-5-phosphate cytidylyltransferase activity) [Confidence: IEA:InterPro]
tdh_1,L-threonine 3-dehydrogenase,,2159,GO:0008743 (L-threonine 3-dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]
pnp,Polyribonucleotide nucleotidyltransferase,,2159,GO:0047847 (deoxyuridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]; GO:0004850 (uridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]
btuD_5,Vitamin B12 import ATP-binding protein BtuD,,2159,No GO terms found
malK_2,Trehalose,,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
upp,Uracil phosphoribosyltransferase,,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
fadB,Fatty acid oxidation complex subunit alpha,,2159,GO:0003857 (3-hydroxyacyl-CoA dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0070403 (NAD+ binding) [Confidence: IEA:InterPro]
